id;season;round;position;points;wins;driverId
5864;2014;9;7;63.0;0;hulkenberg
5865;2014;9;8;55.0;0;button
5866;2014;9;9;35.0;0;kevin_magnussen
5867;2014;9;10;30.0;0;massa
5868;2014;9;11;28.0;0;perez
5869;2014;9;12;19.0;0;raikkonen
5870;2014;9;13;9.0;0;vergne
5871;2014;9;14;8.0;0;grosjean
5872;2014;9;15;6.0;0;kvyat
5873;2014;9;16;2.0;0;jules_bianchi
5874;2014;9;17;0.0;0;sutil
5875;2014;9;18;0.0;0;ericsson
5876;2014;9;19;0.0;0;maldonado
5877;2014;9;20;0.0;0;gutierrez
5878;2014;9;21;0.0;0;chilton
5879;2014;9;22;0.0;0;kobayashi
5880;2014;10;1;190.0;4;rosberg
5881;2014;10;2;176.0;5;hamilton
5882;2014;10;3;106.0;1;ricciardo
5883;2014;10;4;97.0;0;alonso
5884;2014;10;5;91.0;0;bottas
5885;2014;10;6;82.0;0;vettel
5886;2014;10;7;69.0;0;hulkenberg
5887;2014;10;8;59.0;0;button
5888;2014;10;9;37.0;0;kevin_magnussen
5889;2014;10;10;30.0;0;massa
5890;2014;10;11;29.0;0;perez
5891;2014;10;12;19.0;0;raikkonen
5892;2014;10;13;9.0;0;vergne
5893;2014;10;14;8.0;0;grosjean
5894;2014;10;15;6.0;0;kvyat
5895;2014;10;16;2.0;0;jules_bianchi
5896;2014;10;17;0.0;0;sutil
5897;2014;10;18;0.0;0;ericsson
5898;2014;10;19;0.0;0;maldonado
5899;2014;10;20;0.0;0;gutierrez
5900;2014;10;21;0.0;0;chilton
5901;2014;10;22;0.0;0;kobayashi
5902;2014;11;1;202.0;4;rosberg
5903;2014;11;2;191.0;5;hamilton
5904;2014;11;3;131.0;2;ricciardo
5905;2014;11;4;115.0;0;alonso
5906;2014;11;5;95.0;0;bottas
5907;2014;11;6;88.0;0;vettel
5908;2014;11;7;69.0;0;hulkenberg
5909;2014;11;8;60.0;0;button
5910;2014;11;9;40.0;0;massa
5911;2014;11;10;37.0;0;kevin_magnussen
5912;2014;11;11;29.0;0;perez
5913;2014;11;12;27.0;0;raikkonen
5914;2014;11;13;11.0;0;vergne
5915;2014;11;14;8.0;0;grosjean
5916;2014;11;15;6.0;0;kvyat
5917;2014;11;16;2.0;0;jules_bianchi
5918;2014;11;17;0.0;0;sutil
5919;2014;11;18;0.0;0;ericsson
5920;2014;11;19;0.0;0;maldonado
5921;2014;11;20;0.0;0;gutierrez
5922;2014;11;21;0.0;0;chilton
5923;2014;11;22;0.0;0;kobayashi
5924;2014;12;1;220.0;4;rosberg
5925;2014;12;2;191.0;5;hamilton
5926;2014;12;3;156.0;3;ricciardo
5927;2014;12;4;121.0;0;alonso
5928;2014;12;5;110.0;0;bottas
5929;2014;12;6;98.0;0;vettel
5930;2014;12;7;70.0;0;hulkenberg
5931;2014;12;8;68.0;0;button
5932;2014;12;9;40.0;0;massa
5933;2014;12;10;39.0;0;raikkonen
5934;2014;12;11;37.0;0;kevin_magnussen
5935;2014;12;12;33.0;0;perez
5936;2014;12;13;11.0;0;vergne
5937;2014;12;14;8.0;0;grosjean
5938;2014;12;15;8.0;0;kvyat
5939;2014;12;16;2.0;0;jules_bianchi
5940;2014;12;17;0.0;0;sutil
5941;2014;12;18;0.0;0;ericsson
5942;2014;12;19;0.0;0;maldonado
5943;2014;12;20;0.0;0;gutierrez
5944;2014;12;21;0.0;0;chilton
5945;2014;12;22;0.0;0;kobayashi
5946;2014;12;23;0.0;0;lotterer
5947;2014;13;1;238.0;4;rosberg
5948;2014;13;2;216.0;6;hamilton
5949;2014;13;3;166.0;3;ricciardo
5950;2014;13;4;122.0;0;bottas
5951;2014;13;5;121.0;0;alonso
5952;2014;13;6;106.0;0;vettel
5953;2014;13;7;72.0;0;button
5954;2014;13;8;70.0;0;hulkenberg
5955;2014;13;9;55.0;0;massa
5956;2014;13;10;41.0;0;raikkonen
5957;2014;13;11;39.0;0;perez
5958;2014;13;12;38.0;0;kevin_magnussen
5959;2014;13;13;11.0;0;vergne
5960;2014;13;14;8.0;0;grosjean
5961;2014;13;15;8.0;0;kvyat
5962;2014;13;16;2.0;0;jules_bianchi
5963;2014;13;17;0.0;0;sutil
5964;2014;13;18;0.0;0;ericsson
5965;2014;13;19;0.0;0;maldonado
5966;2014;13;20;0.0;0;gutierrez
5967;2014;13;21;0.0;0;chilton
5968;2014;13;22;0.0;0;kobayashi
5969;2014;13;23;0.0;0;lotterer
5970;2014;14;1;241.0;7;hamilton
5971;2014;14;2;238.0;4;rosberg
5972;2014;14;3;181.0;3;ricciardo
5973;2014;14;4;133.0;0;alonso
5974;2014;14;5;124.0;0;vettel
5975;2014;14;6;122.0;0;bottas
5976;2014;14;7;72.0;0;button
5977;2014;14;8;72.0;0;hulkenberg
5978;2014;14;9;65.0;0;massa
5979;2014;14;10;45.0;0;perez
5980;2014;14;11;45.0;0;raikkonen
5981;2014;14;12;39.0;0;kevin_magnussen
5982;2014;14;13;19.0;0;vergne
5983;2014;14;14;8.0;0;grosjean
5984;2014;14;15;8.0;0;kvyat
5985;2014;14;16;2.0;0;jules_bianchi
5986;2014;14;17;0.0;0;sutil
5987;2014;14;18;0.0;0;ericsson
5988;2014;14;19;0.0;0;maldonado
5989;2014;14;20;0.0;0;gutierrez
5990;2014;14;21;0.0;0;chilton
5991;2014;14;22;0.0;0;kobayashi
5992;2014;14;23;0.0;0;lotterer
5993;2014;15;1;266.0;8;hamilton
5994;2014;15;2;256.0;4;rosberg
5995;2014;15;3;193.0;3;ricciardo
5996;2014;15;4;139.0;0;vettel
5997;2014;15;5;133.0;0;alonso
5998;2014;15;6;130.0;0;bottas
5999;2014;15;7;82.0;0;button
6000;2014;15;8;76.0;0;hulkenberg
6001;2014;15;9;71.0;0;massa
6002;2014;15;10;46.0;0;perez
6003;2014;15;11;45.0;0;raikkonen
6004;2014;15;12;39.0;0;kevin_magnussen
6005;2014;15;13;21.0;0;vergne
6006;2014;15;14;8.0;0;grosjean
6007;2014;15;15;8.0;0;kvyat
6008;2014;15;16;2.0;0;jules_bianchi
6009;2014;15;17;0.0;0;sutil
6010;2014;15;18;0.0;0;ericsson
6011;2014;15;19;0.0;0;maldonado
6012;2014;15;20;0.0;0;gutierrez
6013;2014;15;21;0.0;0;chilton
6014;2014;15;22;0.0;0;kobayashi
6015;2014;15;23;0.0;0;lotterer
6016;2014;16;1;291.0;9;hamilton
6017;2014;16;2;274.0;4;rosberg
6018;2014;16;3;199.0;3;ricciardo
6019;2014;16;4;145.0;0;bottas
6020;2014;16;5;143.0;0;vettel
6021;2014;16;6;141.0;0;alonso
6022;2014;16;7;94.0;0;button
6023;2014;16;8;76.0;0;hulkenberg
6024;2014;16;9;71.0;0;massa
6025;2014;16;10;49.0;0;kevin_magnussen
6026;2014;16;11;47.0;0;perez
6027;2014;16;12;47.0;0;raikkonen
6028;2014;16;13;21.0;0;vergne
6029;2014;16;14;8.0;0;grosjean
6030;2014;16;15;8.0;0;kvyat
6031;2014;16;16;2.0;0;jules_bianchi
6032;2014;16;17;0.0;0;sutil
6033;2014;16;18;0.0;0;ericsson
6034;2014;16;19;0.0;0;maldonado
6035;2014;16;20;0.0;0;gutierrez
6036;2014;16;21;0.0;0;chilton
6037;2014;16;22;0.0;0;kobayashi
6038;2014;16;23;0.0;0;lotterer
6039;2014;17;1;316.0;10;hamilton
6040;2014;17;2;292.0;4;rosberg
6041;2014;17;3;214.0;3;ricciardo
6042;2014;17;4;155.0;0;bottas
6043;2014;17;5;149.0;0;vettel
6044;2014;17;6;149.0;0;alonso
6045;2014;17;7;94.0;0;button
6046;2014;17;8;83.0;0;massa
6047;2014;17;9;76.0;0;hulkenberg
6048;2014;17;10;53.0;0;kevin_magnussen
6049;2014;17;11;47.0;0;perez
6050;2014;17;12;47.0;0;raikkonen
6051;2014;17;13;22.0;0;vergne
6052;2014;17;14;8.0;0;grosjean
6053;2014;17;15;8.0;0;kvyat
6054;2014;17;16;2.0;0;maldonado
6055;2014;17;17;2.0;0;jules_bianchi
6056;2014;17;18;0.0;0;sutil
6057;2014;17;19;0.0;0;ericsson
6058;2014;17;20;0.0;0;gutierrez
6059;2014;17;21;0.0;0;chilton
6060;2014;17;22;0.0;0;kobayashi
6061;2014;17;23;0.0;0;lotterer
6062;2014;18;1;334.0;10;hamilton
6063;2014;18;2;317.0;5;rosberg
6064;2014;18;3;214.0;3;ricciardo
6065;2014;18;4;159.0;0;vettel
6066;2014;18;5;157.0;0;alonso
6067;2014;18;6;156.0;0;bottas
6068;2014;18;7;106.0;0;button
6069;2014;18;8;98.0;0;massa
6070;2014;18;9;80.0;0;hulkenberg
6071;2014;18;10;55.0;0;kevin_magnussen
6072;2014;18;11;53.0;0;raikkonen
6073;2014;18;12;47.0;0;perez
6074;2014;18;13;22.0;0;vergne
6075;2014;18;14;8.0;0;grosjean
6076;2014;18;15;8.0;0;kvyat
6077;2014;18;16;2.0;0;maldonado
6078;2014;18;17;2.0;0;jules_bianchi
6079;2014;18;18;0.0;0;sutil
6080;2014;18;19;0.0;0;ericsson
6081;2014;18;20;0.0;0;gutierrez
6082;2014;18;21;0.0;0;chilton
6083;2014;18;22;0.0;0;kobayashi
6084;2014;18;23;0.0;0;lotterer
6085;2014;19;1;384.0;11;hamilton
6086;2014;19;2;317.0;5;rosberg
6087;2014;19;3;238.0;3;ricciardo
6088;2014;19;4;186.0;0;bottas
6089;2014;19;5;167.0;0;vettel
6090;2014;19;6;161.0;0;alonso
6091;2014;19;7;134.0;0;massa
6092;2014;19;8;126.0;0;button
6093;2014;19;9;96.0;0;hulkenberg
6094;2014;19;10;59.0;0;perez
6095;2014;19;11;55.0;0;kevin_magnussen
6096;2014;19;12;55.0;0;raikkonen
6097;2014;19;13;22.0;0;vergne
6098;2014;19;14;8.0;0;grosjean
6099;2014;19;15;8.0;0;kvyat
6100;2014;19;16;2.0;0;maldonado
6101;2014;19;17;2.0;0;jules_bianchi
6102;2014;19;18;0.0;0;sutil
6103;2014;19;19;0.0;0;ericsson
6104;2014;19;20;0.0;0;gutierrez
6105;2014;19;21;0.0;0;chilton
6106;2014;19;22;0.0;0;kobayashi
6107;2014;19;23;0.0;0;stevens
6108;2014;19;24;0.0;0;lotterer
6109;2015;1;1;25.0;1;hamilton
6110;2015;1;2;18.0;0;rosberg
6111;2015;1;3;15.0;0;vettel
6112;2015;1;4;12.0;0;massa
6113;2015;1;5;10.0;0;nasr
6114;2015;1;6;8.0;0;ricciardo
6115;2015;1;7;6.0;0;hulkenberg
6116;2015;1;8;4.0;0;ericsson
6117;2015;1;9;2.0;0;sainz
6118;2015;1;10;1.0;0;perez
6119;2015;1;11;0.0;0;button
6120;2015;1;12;0.0;0;raikkonen
6121;2015;1;13;0.0;0;max_verstappen
6122;2015;1;14;0.0;0;grosjean
6123;2015;1;15;0.0;0;maldonado
6124;2015;1;16;0.0;0;kvyat
6125;2015;1;17;0.0;0;kevin_magnussen
6126;2015;1;18;0.0;0;bottas
6127;2015;2;1;43.0;1;hamilton
6128;2015;2;2;40.0;1;vettel
6129;2015;2;3;33.0;0;rosberg
6130;2015;2;4;20.0;0;massa
6131;2015;2;5;12.0;0;raikkonen
6132;2015;2;6;10.0;0;nasr
6133;2015;2;7;10.0;0;bottas
6134;2015;2;8;9.0;0;ricciardo
6135;2015;2;9;6.0;0;hulkenberg
6136;2015;2;10;6.0;0;max_verstappen
6137;2015;2;11;6.0;0;sainz
6138;2015;2;12;4.0;0;ericsson
6139;2015;2;13;2.0;0;kvyat
6140;2015;2;14;1.0;0;perez
6141;2015;2;15;0.0;0;grosjean
6142;2015;2;16;0.0;0;button
6143;2015;2;17;0.0;0;merhi
6144;2015;2;18;0.0;0;maldonado
6145;2015;2;19;0.0;0;kevin_magnussen
6146;2015;2;20;0.0;0;alonso
6147;2015;2;21;0.0;0;stevens
6148;2015;3;1;68.0;2;hamilton
6149;2015;3;2;55.0;1;vettel
6150;2015;3;3;51.0;0;rosberg
6151;2015;3;4;30.0;0;massa
6152;2015;3;5;24.0;0;raikkonen
6153;2015;3;6;18.0;0;bottas
6154;2015;3;7;14.0;0;nasr
6155;2015;3;8;11.0;0;ricciardo
6156;2015;3;9;6.0;0;grosjean
6157;2015;3;10;6.0;0;hulkenberg
6158;2015;3;11;6.0;0;max_verstappen
6159;2015;3;12;6.0;0;sainz
6160;2015;3;13;5.0;0;ericsson
6161;2015;3;14;2.0;0;kvyat
6162;2015;3;15;1.0;0;perez
6163;2015;3;16;0.0;0;button
6164;2015;3;17;0.0;0;alonso
6165;2015;3;18;0.0;0;merhi
6166;2015;3;19;0.0;0;stevens
6167;2015;3;20;0.0;0;maldonado
6168;2015;3;21;0.0;0;kevin_magnussen
6169;2015;4;1;93.0;3;hamilton
6170;2015;4;2;66.0;0;rosberg
6171;2015;4;3;65.0;1;vettel
6172;2015;4;4;42.0;0;raikkonen
6173;2015;4;5;31.0;0;massa
6174;2015;4;6;30.0;0;bottas
6175;2015;4;7;19.0;0;ricciardo
6176;2015;4;8;14.0;0;nasr
6177;2015;4;9;12.0;0;grosjean
6178;2015;4;10;6.0;0;hulkenberg
6179;2015;4;11;6.0;0;max_verstappen
6180;2015;4;12;6.0;0;sainz
6181;2015;4;13;5.0;0;perez
6182;2015;4;14;5.0;0;ericsson
6183;2015;4;15;4.0;0;kvyat
6184;2015;4;16;0.0;0;alonso
6185;2015;4;17;0.0;0;button
6186;2015;4;18;0.0;0;merhi
6187;2015;4;19;0.0;0;stevens
6188;2015;4;20;0.0;0;maldonado
6189;2015;4;21;0.0;0;kevin_magnussen
6190;2015;5;1;111.0;3;hamilton
6191;2015;5;2;91.0;1;rosberg
6192;2015;5;3;80.0;1;vettel
6193;2015;5;4;52.0;0;raikkonen
6194;2015;5;5;42.0;0;bottas
6195;2015;5;6;39.0;0;massa
6196;2015;5;7;25.0;0;ricciardo
6197;2015;5;8;16.0;0;grosjean
6198;2015;5;9;14.0;0;nasr
6199;2015;5;10;8.0;0;sainz
6200;2015;5;11;6.0;0;max_verstappen
6201;2015;5;12;6.0;0;hulkenberg
6202;2015;5;13;5.0;0;perez
6203;2015;5;14;5.0;0;ericsson
6204;2015;5;15;5.0;0;kvyat
6205;2015;5;16;0.0;0;alonso
6206;2015;5;17;0.0;0;button
6207;2015;5;18;0.0;0;merhi
6208;2015;5;19;0.0;0;stevens
6209;2015;5;20;0.0;0;maldonado
6210;2015;5;21;0.0;0;kevin_magnussen
6211;2015;6;1;126.0;3;hamilton
6212;2015;6;2;116.0;2;rosberg
6213;2015;6;3;98.0;1;vettel
6214;2015;6;4;60.0;0;raikkonen
6215;2015;6;5;42.0;0;bottas
6216;2015;6;6;39.0;0;massa
6217;2015;6;7;35.0;0;ricciardo
6218;2015;6;8;17.0;0;kvyat
6219;2015;6;9;16.0;0;nasr
6220;2015;6;10;16.0;0;grosjean
6221;2015;6;11;11.0;0;perez
6222;2015;6;12;9.0;0;sainz
6223;2015;6;13;6.0;0;hulkenberg
6224;2015;6;14;6.0;0;max_verstappen
6225;2015;6;15;5.0;0;ericsson
6226;2015;6;16;4.0;0;button
6227;2015;6;17;0.0;0;alonso
6228;2015;6;18;0.0;0;merhi
6229;2015;6;19;0.0;0;stevens
6230;2015;6;20;0.0;0;maldonado
6231;2015;6;21;0.0;0;kevin_magnussen
6232;2015;7;1;151.0;4;hamilton
6233;2015;7;2;134.0;2;rosberg
6234;2015;7;3;108.0;1;vettel
6235;2015;7;4;72.0;0;raikkonen
6236;2015;7;5;57.0;0;bottas
6237;2015;7;6;47.0;0;massa
6238;2015;7;7;35.0;0;ricciardo
6239;2015;7;8;19.0;0;kvyat
6240;2015;7;9;17.0;0;grosjean
6241;2015;7;10;16.0;0;nasr
6242;2015;7;11;11.0;0;perez
6243;2015;7;12;10.0;0;hulkenberg
6244;2015;7;13;9.0;0;sainz
6245;2015;7;14;6.0;0;max_verstappen
6246;2015;7;15;6.0;0;maldonado
6247;2015;7;16;5.0;0;ericsson
6248;2015;7;17;4.0;0;button
6249;2015;7;18;0.0;0;alonso
6250;2015;7;19;0.0;0;merhi
6251;2015;7;20;0.0;0;stevens
6252;2015;7;21;0.0;0;kevin_magnussen
6253;2015;8;1;169.0;4;hamilton
6254;2015;8;2;159.0;3;rosberg
6255;2015;8;3;120.0;1;vettel
6256;2015;8;4;72.0;0;raikkonen
6257;2015;8;5;67.0;0;bottas
6258;2015;8;6;62.0;0;massa
6259;2015;8;7;36.0;0;ricciardo
6260;2015;8;8;19.0;0;kvyat
6261;2015;8;9;18.0;0;hulkenberg
6262;2015;8;10;17.0;0;grosjean
6263;2015;8;11;16.0;0;nasr
6264;2015;8;12;13.0;0;perez
6265;2015;8;13;12.0;0;maldonado
6266;2015;8;14;10.0;0;max_verstappen
6267;2015;8;15;9.0;0;sainz
6268;2015;8;16;5.0;0;ericsson
6269;2015;8;17;4.0;0;button
6270;2015;8;18;0.0;0;alonso
6271;2015;8;19;0.0;0;merhi
6272;2015;8;20;0.0;0;stevens
6273;2015;8;21;0.0;0;kevin_magnussen
6274;2015;9;1;194.0;5;hamilton
6275;2015;9;2;177.0;3;rosberg
6276;2015;9;3;135.0;1;vettel
6277;2015;9;4;77.0;0;bottas
6278;2015;9;5;76.0;0;raikkonen
6279;2015;9;6;74.0;0;massa
6280;2015;9;7;36.0;0;ricciardo
6281;2015;9;8;27.0;0;kvyat
6282;2015;9;9;24.0;0;hulkenberg
6283;2015;9;10;17.0;0;grosjean
6284;2015;9;11;16.0;0;nasr
6285;2015;9;12;15.0;0;perez
6286;2015;9;13;12.0;0;maldonado
6287;2015;9;14;10.0;0;max_verstappen
6288;2015;9;15;9.0;0;sainz
6289;2015;9;16;5.0;0;ericsson
6290;2015;9;17;4.0;0;button
6291;2015;9;18;1.0;0;alonso
6292;2015;9;19;0.0;0;merhi
6293;2015;9;20;0.0;0;stevens
6294;2015;9;21;0.0;0;kevin_magnussen
6295;2015;10;1;202.0;5;hamilton
6296;2015;10;2;181.0;3;rosberg
6297;2015;10;3;160.0;2;vettel
6298;2015;10;4;77.0;0;bottas
6299;2015;10;5;76.0;0;raikkonen
6300;2015;10;6;74.0;0;massa
6301;2015;10;7;51.0;0;ricciardo
6302;2015;10;8;45.0;0;kvyat
6303;2015;10;9;24.0;0;hulkenberg
6304;2015;10;10;23.0;0;grosjean
6305;2015;10;11;22.0;0;max_verstappen
6306;2015;10;12;16.0;0;nasr
6307;2015;10;13;15.0;0;perez
6308;2015;10;14;12.0;0;maldonado
6309;2015;10;15;11.0;0;alonso
6310;2015;10;16;9.0;0;sainz
6311;2015;10;17;6.0;0;button
6312;2015;10;18;6.0;0;ericsson
6313;2015;10;19;0.0;0;merhi
6314;2015;10;20;0.0;0;stevens
6315;2015;10;21;0.0;0;kevin_magnussen
6316;2015;11;1;227.0;6;hamilton
6317;2015;11;2;199.0;3;rosberg
6318;2015;11;3;160.0;2;vettel
6319;2015;11;4;82.0;0;raikkonen
6320;2015;11;5;82.0;0;massa
6321;2015;11;6;79.0;0;bottas
6322;2015;11;7;57.0;0;kvyat
6323;2015;11;8;51.0;0;ricciardo
6324;2015;11;9;38.0;0;grosjean
6325;2015;11;10;26.0;0;max_verstappen
6326;2015;11;11;25.0;0;perez
6327;2015;11;12;24.0;0;hulkenberg
6328;2015;11;13;16.0;0;nasr
6329;2015;11;14;12.0;0;maldonado
6330;2015;11;15;11.0;0;alonso
6331;2015;11;16;9.0;0;sainz
6332;2015;11;17;7.0;0;ericsson
6333;2015;11;18;6.0;0;button
6334;2015;11;19;0.0;0;merhi
6335;2015;11;20;0.0;0;stevens
6336;2015;11;21;0.0;0;kevin_magnussen
6337;2015;12;1;252.0;7;hamilton
6338;2015;12;2;199.0;3;rosberg
6339;2015;12;3;178.0;2;vettel
6340;2015;12;4;97.0;0;massa
6341;2015;12;5;92.0;0;raikkonen
6342;2015;12;6;91.0;0;bottas
6343;2015;12;7;58.0;0;kvyat
6344;2015;12;8;55.0;0;ricciardo
6345;2015;12;9;38.0;0;grosjean
6346;2015;12;10;33.0;0;perez
6347;2015;12;11;30.0;0;hulkenberg
6348;2015;12;12;26.0;0;max_verstappen
6349;2015;12;13;16.0;0;nasr
6350;2015;12;14;12.0;0;maldonado
6351;2015;12;15;11.0;0;alonso
6352;2015;12;16;9.0;0;sainz
6353;2015;12;17;9.0;0;ericsson
6354;2015;12;18;6.0;0;button
6355;2015;12;19;0.0;0;merhi
6356;2015;12;20;0.0;0;stevens
6357;2015;12;21;0.0;0;kevin_magnussen
6358;2015;13;1;252.0;7;hamilton
6359;2015;13;2;211.0;3;rosberg
6360;2015;13;3;203.0;3;vettel
6361;2015;13;4;107.0;0;raikkonen
6362;2015;13;5;101.0;0;bottas
6363;2015;13;6;97.0;0;massa
6364;2015;13;7;73.0;0;ricciardo
6365;2015;13;8;66.0;0;kvyat
6366;2015;13;9;39.0;0;perez
6367;2015;13;10;38.0;0;grosjean
6368;2015;13;11;30.0;0;max_verstappen
6369;2015;13;12;30.0;0;hulkenberg
6370;2015;13;13;17.0;0;nasr
6371;2015;13;14;12.0;0;maldonado
6372;2015;13;15;11.0;0;alonso
6373;2015;13;16;11.0;0;sainz
6374;2015;13;17;9.0;0;ericsson
6375;2015;13;18;6.0;0;button
6376;2015;13;19;0.0;0;merhi
6377;2015;13;20;0.0;0;stevens
6378;2015;13;21;0.0;0;rossi
6379;2015;13;22;0.0;0;kevin_magnussen
6380;2015;14;1;277.0;8;hamilton
6381;2015;14;2;229.0;3;rosberg
6382;2015;14;3;218.0;3;vettel
6383;2015;14;4;119.0;0;raikkonen
6384;2015;14;5;111.0;0;bottas
6385;2015;14;6;97.0;0;massa
6386;2015;14;7;73.0;0;ricciardo
6387;2015;14;8;66.0;0;kvyat
6388;2015;14;9;44.0;0;grosjean
6389;2015;14;10;39.0;0;perez
6390;2015;14;11;38.0;0;hulkenberg
6391;2015;14;12;32.0;0;max_verstappen
6392;2015;14;13;17.0;0;nasr
6393;2015;14;14;16.0;0;maldonado
6394;2015;14;15;12.0;0;sainz
6395;2015;14;16;11.0;0;alonso
6396;2015;14;17;9.0;0;ericsson
6397;2015;14;18;6.0;0;button
6398;2015;14;19;0.0;0;merhi
6399;2015;14;20;0.0;0;stevens
6400;2015;14;21;0.0;0;rossi
6401;2015;14;22;0.0;0;kevin_magnussen
6402;2015;15;1;302.0;9;hamilton
6403;2015;15;2;236.0;3;vettel
6404;2015;15;3;229.0;3;rosberg
6405;2015;15;4;123.0;0;raikkonen
6406;2015;15;5;111.0;0;bottas
6407;2015;15;6;109.0;0;massa
6408;2015;15;7;76.0;0;kvyat
6409;2015;15;8;73.0;0;ricciardo
6410;2015;15;9;54.0;0;perez
6411;2015;15;10;44.0;0;grosjean
6412;2015;15;11;38.0;0;hulkenberg
6413;2015;15;12;33.0;0;max_verstappen
6414;2015;15;13;25.0;0;nasr
6415;2015;15;14;22.0;0;maldonado
6416;2015;15;15;12.0;0;sainz
6417;2015;15;16;11.0;0;alonso
6418;2015;15;17;9.0;0;ericsson
6419;2015;15;18;8.0;0;button
6420;2015;15;19;0.0;0;merhi
6421;2015;15;20;0.0;0;stevens
6422;2015;15;21;0.0;0;rossi
6423;2015;15;22;0.0;0;kevin_magnussen
6424;2015;16;1;327.0;10;hamilton
6425;2015;16;2;251.0;3;vettel
6426;2015;16;3;247.0;3;rosberg
6427;2015;16;4;123.0;0;raikkonen
6428;2015;16;5;111.0;0;bottas
6429;2015;16;6;109.0;0;massa
6430;2015;16;7;76.0;0;kvyat
6431;2015;16;8;74.0;0;ricciardo
6432;2015;16;9;64.0;0;perez
6433;2015;16;10;45.0;0;max_verstappen
6434;2015;16;11;44.0;0;grosjean
6435;2015;16;12;38.0;0;hulkenberg
6436;2015;16;13;27.0;0;nasr
6437;2015;16;14;26.0;0;maldonado
6438;2015;16;15;18.0;0;sainz
6439;2015;16;16;16.0;0;button
6440;2015;16;17;11.0;0;alonso
6441;2015;16;18;9.0;0;ericsson
6442;2015;16;19;0.0;0;merhi
6443;2015;16;20;0.0;0;rossi
6444;2015;16;21;0.0;0;stevens
6445;2015;16;22;0.0;0;kevin_magnussen
6446;2015;17;1;345.0;10;hamilton
6447;2015;17;2;272.0;4;rosberg
6448;2015;17;3;251.0;3;vettel
6449;2015;17;4;126.0;0;bottas
6450;2015;17;5;123.0;0;raikkonen
6451;2015;17;6;117.0;0;massa
6452;2015;17;7;88.0;0;kvyat
6453;2015;17;8;84.0;0;ricciardo
6454;2015;17;9;68.0;0;perez
6455;2015;17;10;47.0;0;max_verstappen
6456;2015;17;11;45.0;0;grosjean
6457;2015;17;12;44.0;0;hulkenberg
6458;2015;17;13;27.0;0;nasr
6459;2015;17;14;26.0;0;maldonado
6460;2015;17;15;18.0;0;sainz
6461;2015;17;16;16.0;0;button
6462;2015;17;17;11.0;0;alonso
6463;2015;17;18;9.0;0;ericsson
6464;2015;17;19;0.0;0;merhi
6465;2015;17;20;0.0;0;rossi
6466;2015;17;21;0.0;0;stevens
6467;2015;17;22;0.0;0;kevin_magnussen
6468;2015;18;1;363.0;10;hamilton
6469;2015;18;2;297.0;5;rosberg
6470;2015;18;3;266.0;3;vettel
6471;2015;18;4;136.0;0;bottas
6472;2015;18;5;135.0;0;raikkonen
6473;2015;18;6;117.0;0;massa
6474;2015;18;7;94.0;0;kvyat
6475;2015;18;8;84.0;0;ricciardo
6476;2015;18;9;68.0;0;perez
6477;2015;18;10;52.0;0;hulkenberg
6478;2015;18;11;49.0;0;grosjean
6479;2015;18;12;49.0;0;max_verstappen
6480;2015;18;13;27.0;0;nasr
6481;2015;18;14;27.0;0;maldonado
6482;2015;18;15;18.0;0;sainz
6483;2015;18;16;16.0;0;button
6484;2015;18;17;11.0;0;alonso
6485;2015;18;18;9.0;0;ericsson
6486;2015;18;19;0.0;0;merhi
6487;2015;18;20;0.0;0;rossi
6488;2015;18;21;0.0;0;stevens
6489;2015;18;22;0.0;0;kevin_magnussen
6490;2015;19;1;381.0;10;hamilton
6491;2015;19;2;322.0;6;rosberg
6492;2015;19;3;278.0;3;vettel
6493;2015;19;4;150.0;0;raikkonen
6494;2015;19;5;136.0;0;bottas
6495;2015;19;6;121.0;0;massa
6496;2015;19;7;95.0;0;kvyat
6497;2015;19;8;92.0;0;ricciardo
6498;2015;19;9;78.0;0;perez
6499;2015;19;10;58.0;0;hulkenberg
6500;2015;19;11;51.0;0;grosjean
6501;2015;19;12;49.0;0;max_verstappen
6502;2015;19;13;27.0;0;nasr
6503;2015;19;14;27.0;0;maldonado
6504;2015;19;15;18.0;0;sainz
6505;2015;19;16;16.0;0;button
6506;2015;19;17;11.0;0;alonso
6507;2015;19;18;9.0;0;ericsson
6508;2015;19;19;0.0;0;merhi
6509;2015;19;20;0.0;0;rossi
6510;2015;19;21;0.0;0;stevens
6511;2015;19;22;0.0;0;kevin_magnussen
6512;2016;1;1;25.0;1;rosberg
6513;2016;1;2;18.0;0;hamilton
6514;2016;1;3;15.0;0;vettel
6515;2016;1;4;12.0;0;ricciardo
6516;2016;1;5;10.0;0;massa
6517;2016;1;6;8.0;0;grosjean
6518;2016;1;7;6.0;0;hulkenberg
6519;2016;1;8;4.0;0;bottas
6520;2016;1;9;2.0;0;sainz
6521;2016;1;10;1.0;0;max_verstappen
6522;2016;1;11;0.0;0;jolyon_palmer
6523;2016;1;12;0.0;0;kevin_magnussen
6524;2016;1;13;0.0;0;perez
6525;2016;1;14;0.0;0;button
6526;2016;1;15;0.0;0;nasr
6527;2016;1;16;0.0;0;wehrlein
6528;2016;1;17;0.0;0;ericsson
6529;2016;1;18;0.0;0;raikkonen
6530;2016;1;19;0.0;0;haryanto
6531;2016;1;20;0.0;0;gutierrez
6532;2016;1;21;0.0;0;alonso
